DexNum,Name,AbilityTextDump
49,Venomoth,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shielddust.shtml""><b>Shield Dust</b></a>: Damaging moves used by the opponent will not have an additional effect. <br>
<a href=""/abilitydex/tintedlens.shtml""><b>Tinted Lens</b></a>: The power of “not very effective” moves is doubled. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/wonderskin.shtml""><b>Wonder Skin </b></a>: Makes non-damaging moves that are targeted at this Pokémon have the accuracy of 50%. </td>"
50,Diglett,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<a href=""/abilitydex/arenatrap.shtml""><b>Arena Trap</b></a>: The opponent cannot run nor switch. Flying-type Pokémon and Pokémon with the Levitate special ability are unaffected. If this Pokémon switches, the opponent is still trapped for that turn. The opponent may still switch by using Baton Pass. <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm <br>
<b>Alola Form Abilities</b>:<br><a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<a href=""/abilitydex/tanglinghair.shtml""><b>Tangling Hair</b></a>: Lowers opponent's Speed by 1 stage when the opponent makes physical contact with the Pokémon <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm </td>"
51,Dugtrio,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<a href=""/abilitydex/arenatrap.shtml""><b>Arena Trap</b></a>: The opponent cannot run nor switch. Flying-type Pokémon and Pokémon with the Levitate special ability are unaffected. If this Pokémon switches, the opponent is still trapped for that turn. The opponent may still switch by using Baton Pass. <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm <br>
<b>Alola Form Abilities</b>:<br><a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<a href=""/abilitydex/tanglinghair.shtml""><b>Tangling Hair</b></a>: Lowers opponent's Speed by 1 stage when the opponent makes physical contact with the Pokémon <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm </td>"
52,Meowth,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle.  <br>
<b>Alola Form Abilities</b>:<br><a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated <br>
<b>Galarian Form Abilities</b>:<br><a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<a href=""/abilitydex/toughclaws.shtml""><b>Tough Claws</b></a>: Increases the power of moves that make physical contact by 30% <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle.  </td>"
53,Persian,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/limber.shtml""><b>Limber</b></a>: The Pokémon cannot be Paralysed while having this ability. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b>: <i>(Available)</i><br><a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle.  <br>
<b>Alola Form Abilities</b>:<br><a href=""/abilitydex/furcoat.shtml""><b>Fur Coat</b></a>: Halves the damage from physical moves onto this Pokémon. <br>
<a href=""/abilitydex/technician.shtml""><b>Technician</b></a>: Moves with a base power of 60 or less are boosted in power by 50% <br>
<b>Hidden Ability</b>:  <i>(Available)</i><br><a href=""/abilitydex/rattled.shtml""><b>Rattled</b></a>: Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated </td>"
54,Psyduck,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<a href=""/abilitydex/cloudnine.shtml""><b>Cloud Nine</b></a>: All weather effects are negated while the Pokémon is on the field. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  </td>"
55,Golduck,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<a href=""/abilitydex/cloudnine.shtml""><b>Cloud Nine</b></a>: All weather effects are negated while the Pokémon is on the field. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  </td>"
56,Mankey,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/vitalspirit.shtml""><b>Vital Spirit</b></a>: The Pokémon cannot be Asleep while having this ability. <br>
<a href=""/abilitydex/angerpoint.shtml""><b>Anger Point</b></a>: Increases Attack to maximum level upon taking a critical hit. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/defiant.shtml""><b>Defiant</b></a>: Attack is raised by two stages when the Pokémon has its stats lowered. Doesn't work on self inflicted stat drops or drops from allies </td>"
57,Primeape,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/vitalspirit.shtml""><b>Vital Spirit</b></a>: The Pokémon cannot be Asleep while having this ability. <br>
<a href=""/abilitydex/angerpoint.shtml""><b>Anger Point</b></a>: Increases Attack to maximum level upon taking a critical hit. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/defiant.shtml""><b>Defiant</b></a>: Attack is raised by two stages when the Pokémon has its stats lowered. Doesn't work on self inflicted stat drops or drops from allies </td>"
58,Growlithe,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/flashfire.shtml""><b>Flash Fire</b></a>: Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/justified.shtml""><b>Justified</b></a>: Attack is raised by one stage when the Pokémon is hit by a Dark-type move </td>"
59,Arcanine,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/flashfire.shtml""><b>Flash Fire</b></a>: Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/justified.shtml""><b>Justified</b></a>: Attack is raised by one stage when the Pokémon is hit by a Dark-type move </td>"
60,Poliwag,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  </td>"
61,Poliwhirl,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  </td>"
62,Poliwrath,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. <br>
<a href=""/abilitydex/damp.shtml""><b>Damp</b></a>: Explosion, Selfdestruct, Mind Blown &amp; Misty Explosion will not work while the Pokémon is on the field. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  </td>"
63,Abra,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. </td>"
64,Kadabra,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. </td>"
65,Alakazam,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/magicguard.shtml""><b>Magic Guard</b></a>: Prevents all damage except from direct-attack moves. </td>"
66,Machop,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/noguard.shtml""><b>No Guard</b></a>: The accuracy of all moves known by this Pokémon and all Pokémon targeting this Pokémon raises to 100% <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/steadfast.shtml""><b>Steadfast</b></a>: Speed raises by one level every time the Pokémon flinches. </td>"
67,Machoke,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/noguard.shtml""><b>No Guard</b></a>: The accuracy of all moves known by this Pokémon and all Pokémon targeting this Pokémon raises to 100% <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/steadfast.shtml""><b>Steadfast</b></a>: Speed raises by one level every time the Pokémon flinches. </td>"
