web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNums
"1596676273-1590","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","678"
"1596676300-1712","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","197"
"1596676127-912","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","74"
"1596676113-833","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","232"
"1596676221-1339","https://www.serebii.net/abilitydex/moxie.shtml","Moxie","The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.","Attack is raised by one stage when the Pokémon knocks out another Pokémon","214"
"1596676105-780","https://www.serebii.net/abilitydex/screencleaner.shtml","Screen Cleaner","When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.","null","866"
"1596676133-954","https://www.serebii.net/abilitydex/ripen.shtml","Ripen","Ripens Berries and doubles their effect.","null","841"
"1596676203-1276","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","221"
"1596676033-434","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","75"
"1596676436-2224","https://www.serebii.net/abilitydex/competitive.shtml","Competitive","Boosts the Sp. Atk stat sharply when a stat is lowered.","Raises Sp. Atk stat by two stages whenever a stat is lowered","575"
"1596676300-1711","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","115"
"1596676077-613","https://www.serebii.net/abilitydex/snowcloak.shtml","Snow Cloak","Boosts evasion in a hailstorm.","Raises the Pokémon’s evasion during a hailstorm by one level.","37"
"1596676167-1083","https://www.serebii.net/abilitydex/pressure.shtml","Pressure","By putting pressure on the opposing Pokémon, it raises their PP usage.","When this Pokémon is hit by a move, the opponent’s PP lowers by 2 rather than 1.","823"
"1596676001-197","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","501"
"1596676203-1292","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","757"
"1596676488-2444","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","691"
"1596676332-1853","https://www.serebii.net/abilitydex/heavymetal.shtml","Heavy Metal","Doubles the Pokémon's weight.","null","884"
"1596676452-2318","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","500"
"1596676257-1440","https://www.serebii.net/abilitydex/liquidooze.shtml","Liquid Ooze","Oozed liquid has strong stench, which damages attackers using any draining move.","When the opponent absorbs Hit Points from this Pokémon, the opponent instead loses Hit Points.","72"
"1596676304-1739","https://www.serebii.net/abilitydex/infiltrator.shtml","Infiltrator","Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.","The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored.","442"
"1596676033-468","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","696"
"1596676135-976","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","590"
"1596676167-1063","https://www.serebii.net/abilitydex/pressure.shtml","Pressure","By putting pressure on the opposing Pokémon, it raises their PP usage.","When this Pokémon is hit by a move, the opponent’s PP lowers by 2 rather than 1.","145"
"1596676001-206","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","816"
"1596676021-340","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","141"
"1596676304-1733","https://www.serebii.net/abilitydex/infiltrator.shtml","Infiltrator","Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.","The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored.","169"
"1596676446-2283","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","2"
"1596676235-1385","https://www.serebii.net/abilitydex/mimicry.shtml","Mimicry","Changes the Pokémon's type depending on the terrain.","Changes to Electric-type in Electric Terrain, Psychic-type in Psychic Terrain, Grass-type in Grassy Terrain  and Fairy type in Fairy-terrain. The type reverts to normal when the terrain ends.","618"
"1596676300-1690","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","83"
"1596676452-2315","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","392"
"1596676079-625","https://www.serebii.net/abilitydex/sniper.shtml","Sniper","Powers up moves if they become critical hits when attacking.","Power of critical-hit moves is increased to 225% rather than 150%.","116"
"1596676396-2103","https://www.serebii.net/abilitydex/drought.shtml","Drought","Turns the sunlight harsh when the Pokémon enters a battle.","Weather changes to Intense Sunshine when the Pokémon enters the battle. As of X & Y, this lasts 5 turns.","324"
"1596676189-1183","https://www.serebii.net/abilitydex/pickpocket.shtml","Pickpocket","Steals an item from an attacker that made direct contact.","When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen.","275"
"1596676426-2187","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","354"
"1596676183-1153","https://www.serebii.net/abilitydex/plus.shtml","Plus","Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.","When battling with Plus or Minus, Special Attack increases by 50%.","181"
"1596676277-1614","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","107"
"1596676458-2348","https://www.serebii.net/abilitydex/beastboost.shtml","Beast Boost","The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.","Increases the Pokémon's highest stat when it knocks out a Pokémon","795"
"1596676392-2086","https://www.serebii.net/abilitydex/earlybird.shtml","Early Bird","The Pokémon awakens twice as fast as other Pokémon from sleep.","Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly.","178"
"1596676410-2127","https://www.serebii.net/abilitydex/defiant.shtml","Defiant","Boosts the Pokémon's Attack stat sharply when its stats are lowered.","Attack is raised by two stages when the Pokémon has its stats lowered. Doesn't work on self inflicted stat drops or drops from allies","628"
"1596675985-155","https://www.serebii.net/abilitydex/unaware.shtml","Unaware","When attacking, the Pokémon ignores the target Pokémon's stat changes.","Foe’s stat modifications are ignored.","789"
"1596676273-1586","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","581"
"1596676117-847","https://www.serebii.net/abilitydex/sandspit.shtml","Sand Spit","The Pokémon creates a sandstorm when it's hit by an attack.","null","844"
"1596676380-2040","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","126"
"1596676432-2202","https://www.serebii.net/abilitydex/contrary.shtml","Contrary","Makes stat changes have an opposite effect.","Moves used on the Pokémon that raise stats lower the stats, while the moves that lower the stats raise the stat","495"
"1596676127-913","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","75"
"1596676029-418","https://www.serebii.net/abilitydex/superluck.shtml","Super Luck","The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.","Raises the critical-hit ratio of moves by one level.","198"
