web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNum,DexImage-src
"1596679997-3374","https://www.serebii.net/abilitydex/shadowtag.shtml","Shadow Tag","This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.","The opponent cannot run nor switch while this Pokémon is in play. The opponent may still switch by using Baton Pass, U-turn or Volt Switch, if it is holding a Shed Shell or is a Ghost-type.","576","/pokedex-swsh/icon/576.png"
"1596680264-4562","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","446","/pokedex-swsh/icon/446.png"
"1596680027-3437","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","445","/pokedex-sm/icon/445.png"
"1596680398-5037","https://www.serebii.net/abilitydex/aftermath.shtml","Aftermath","Damages the attacker if it contacts the Pokémon with a finishing hit.","The foe that dealt the final hit loses 1/4 of its maximum HP if the move made physical contact.","435","/pokedex-swsh/icon/435.png"
"1596680094-3739","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","30","/pokedex-sm/icon/030.png"
"1596680294-4653","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","218","/pokedex-sm/icon/218.png"
"1596680201-4264","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","397","/pokedex-sm/icon/397.png"
"1596680344-4809","https://www.serebii.net/abilitydex/corrosion.shtml","Corrosion","The Pokémon can poison the target even if it's a Steel or Poison type.","null","758","/pokedex-swsh/icon/758.png"
"1596680346-4815","https://www.serebii.net/abilitydex/contrary.shtml","Contrary","Makes stat changes have an opposite effect.","Moves used on the Pokémon that raise stats lower the stats, while the moves that lower the stats raise the stat","496","/pokedex-sm/icon/496.png"
"1596680093-3729","https://www.serebii.net/abilitydex/poisontouch.shtml","Poison Touch","May poison a target when the Pokémon makes contact.","When the Pokémon attacks its opponents with a move that causes Physical Contact, there is a 30% chance that the target is Poisoned.","88","/pokedex-sm/icon/088-a.png"
"1596680094-3752","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","690","/pokedex-swsh/icon/690.png"
"1596679930-3055","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","205","/pokedex-sm/icon/205.png"
"1596680348-4820","https://www.serebii.net/abilitydex/compoundeyes.shtml","Compoundeyes","The Pokémon's compound eyes boost its accuracy.","Raises the Pokémon’s accuracy by 30%.","12","/pokedex-swsh/icon/012-gi.png"
"1596680144-3986","https://www.serebii.net/abilitydex/mistysurge.shtml","Misty Surge","Turns the ground into Misty Terrain when the Pokémon enters a battle.","Activates Misty Terrain for 5 turns when the Pokémon enters a battle.","788","/pokedex-sm/icon/788.png"
"1596680201-4280","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","726","/pokedex-swsh/icon/726.png"
"1596680205-4314","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","619","/pokedex-swsh/icon/619.png"
"1596680182-4145","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","479","/pokedex-swsh/icon/479s.png"
"1596680061-3640","https://www.serebii.net/abilitydex/quickfeet.shtml","Quick Feet","Boosts the Speed stat if the Pokémon has a status condition.","Speed is increased by 50% when induced with a status (Burn, Poison, Sleep, Frozen & Paralysis). If Paralysed, the speed drop is ignored.","210","/pokedex-sm/icon/210.png"
"1596680249-4484","https://www.serebii.net/abilitydex/healer.shtml","Healer","Sometimes heals an ally's status condition.","At the end of the turn, there is a 30% chance of either Ally being healed from a status condition","858","/pokedex-swsh/icon/858.png"
"1596679899-2830","https://www.serebii.net/abilitydex/tintedlens.shtml","Tinted Lens","The Pokémon can use â€œnot very effectiveâ€ moves to deal regular damage.","The power of “not very effective” moves is doubled.","163","/pokedex-swsh/icon/163.png"
"1596680284-4618","https://www.serebii.net/abilitydex/fluffy.shtml","Fluffy","Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.","null","831","/pokedex-swsh/icon/831.png"
"1596679960-3182","https://www.serebii.net/abilitydex/speedboost.shtml","Speed Boost","Its Speed stat is boosted every turn.","Speed increases by one stage at the end of each turn.","543","/pokedex-swsh/icon/543.png"
"1596680035-3477","https://www.serebii.net/abilitydex/sandforce.shtml","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Ground-type, Rock-type & Steel-type moves have their power increased by 33% in a Sandstorm","51","/pokedex-swsh/icon/051.png"
"1596680308-4711","https://www.serebii.net/abilitydex/dryskin.shtml","Dry Skin","Restores HP in rain or when hit by Water-type moves. Reduces HP in sunshine, and increases the damage received from Fire-type moves.","HP is restored when hit by Water-type moves or when it is raining but also makes the Pokémon weak to Fire-type moves and reduces HP during strong sunlight.","694","/pokedex-swsh/icon/694.png"
"1596680195-4235","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","166","/pokedex-sm/icon/166.png"
"1596680195-4237","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","391","/pokedex-sm/icon/391.png"
"1596679917-2977","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","55","/pokedex-swsh/icon/055.png"
"1596680290-4649","https://www.serebii.net/abilitydex/flashfire.shtml","Flash Fire","Powers up the Pokémon's Fire-type moves if it's hit by one.","Activates when user is hit by a damaging Fire-type move (including Fire-type Hidden Power). Once activated, user’s Fire-type moves deal 1.5 times damage. While this ability is in effect, this Pokémon is immune to damage from Fire-type attacks and Fire-type Hidden Power (accuracy and effect from these moves are ignored). For Fire-type Pokémon with this ability, Will-O-Wisp activates this ability without having an effect. If a non-Fire-type Pokémon has this ability, Will-O-Wisp will activate the ability and will have an effect.","839","/pokedex-swsh/icon/839-gi.png"
"1596679968-3207","https://www.serebii.net/abilitydex/solarpower.shtml","Solar Power","Boosts the Sp. Atk stat in sunny weather, but HP decreases every turn.","During sunshine, the Pokémon’s Special Attack raises to 1.5 times but HP decreases by 1/8th the maximum HP every turn.","229","/pokedex-sm/icon/229-m.png"
"1596680350-4832","https://www.serebii.net/abilitydex/competitive.shtml","Competitive","Boosts the Sp. Atk stat sharply when a stat is lowered.","Raises Sp. Atk stat by two stages whenever a stat is lowered","40","/pokedex-swsh/icon/040.png"
"1596680227-4414","https://www.serebii.net/abilitydex/hydration.shtml","Hydration","Heals status conditions if it's raining.","All status problems: Burn, Paralysis, Sleep, Frozen and Poison, are healed when raining.","616","/pokedex-swsh/icon/616.png"
"1596680402-5046","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","133","/pokedex-swsh/icon/133.png"
"1596680186-4165","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","548","/pokedex-swsh/icon/548.png"
"1596679933-3100","https://www.serebii.net/abilitydex/stormdrain.shtml","Storm Drain","Draws in all Water-type moves. Instead of being hit  by Water-type moves, it boosts its Sp. Atk.","Water-type moves are drawn to this Pokémon. Water-type moves will do no damage and the Pokémon's SP ATK is raised one stage","345","/pokedex-sm/icon/345.png"
"1596680207-4332","https://www.serebii.net/abilitydex/innardsout.shtml","Innards Out","Damages the attacker landing the finishing hit by the amount equal to its last HP.","null","771","/pokedex-swsh/icon/771.png"
"1596680364-4914","https://www.serebii.net/abilitydex/bulletproof.shtml","Bulletproof","Protects the Pokémon from some ball and bomb moves.","null","840","/pokedex-swsh/icon/840.png"
"1596680233-4454","https://www.serebii.net/abilitydex/hugepower.shtml","Huge Power","Doubles the Pokémon's Attack stat.","The Pokémon's Attack stat is doubled while it has this ability.","183","/pokedex-swsh/icon/183.png"
"1596680375-4969","https://www.serebii.net/abilitydex/battlebond.shtml","Battle Bond","Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful.","null","658","/pokedex-sm/icon/658-a.png"
"1596680142-3980","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","538","/pokedex-swsh/icon/538.png"
"1596680230-4451","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","841","/pokedex-swsh/icon/841.png"
"1596680366-4935","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","726","/pokedex-swsh/icon/726.png"
"1596679946-3142","https://www.serebii.net/abilitydex/steadfast.shtml","Steadfast","The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.","Speed raises by one level every time the Pokémon flinches.","745","/pokedex-swsh/icon/745.png"
"1596680264-4532","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","20","/pokedex-sm/icon/020-a.png"
"1596680014-3387","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","492","/pokedex-sm/icon/492-s.png"
