link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-swsh/maxguard.shtml,Max Guard,img/normal.gif,img/other.png,0,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,Prevents being hit by the opponent's Attack. May fail on successive uses,-- %,4,None,Self,No
https://www.serebii.net/attackdex-swsh/blazekick.shtml,Blaze Kick,img/fire.gif,img/physical.png,85,The user launches a kick that lands a critical hit more easily. This may also leave the target with a burn.,Has high critical hit ratio. May induce burn.,10%,0,12.50%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/shadowforce.shtml,Shadow Force,img/ghost.gif,img/physical.png,120,"The user disappears, then strikes the target on the next turn. This move hits even if the target protects itself.","The user is protected the first turn, Attacks the second turn. Hits through Protect",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thousandarrows.shtml,Thousand Arrows,img/ground.gif,img/physical.png,90,This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.,Ignores Ground-type Resistance. Knocks Flying/Levitating Pokémon to the ground.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-sm/dizzypunch.shtml,Dizzy Punch,img/normal.gif,img/physical.png,70,The target is hit with rhythmically launched punches. This may also leave the target confused.,May induce Confusion,20%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/fling.shtml,Fling,img/dark.gif,img/physical.png,1,The user flings its held item at the target to attack. This move's power and effects depend on the item.,Item's power and effects change based on the user's hold item. User no longer has the hold item.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/trickroom.shtml,Trick Room,img/psychic.gif,img/other.png,0,The user creates a bizarre area in which slower Pokémon get to move first for five turns.,Inverts the turn order in each Speed Priority bracked for 5 turns.,-- %,Speed Priority,None,Field,No
https://www.serebii.net/attackdex-swsh/encore.shtml,Encore,img/normal.gif,img/other.png,0,The user compels the target to keep using the move it encored for three turns.,Opponent repeats the last move for 3 turns.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/razorwind.shtml,Razor Wind,img/normal.gif,img/special.png,80,"In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.",Has an increased Critical Hit ratio,-- %,0,12.50%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/happyhour.shtml,Happy Hour,img/normal.gif,img/other.png,0,Using Happy Hour doubles the amount of prize money received after battle.,Doubles Prize Money in trainer battles,-- %,0,None,Ally,No
https://www.serebii.net/attackdex-swsh/g-maxgoldrush.shtml,G-Max Gold Rush,img/normal.gif,img/physical.png,1,A Normal-type attack that Gigantamax Meowth use. This move confuses opponents and also earns extra money.,Induces Confusion. User gains money after battle in the main game.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/fusionflare.shtml,Fusion Flare,img/fire.gif,img/special.png,100,The user brings down a giant flame. This move's power is increased when influenced by an enormous lightning bolt.,Doubles damage if ally used Fusion Bolt this turn,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/dragonbreath.shtml,Dragon Breath,img/dragon.gif,img/special.png,60,The user exhales a mighty gust that inflicts damage. This may also leave the target with paralysis.,May induce paralysis.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/shadowclaw.shtml,Shadow Claw,img/ghost.gif,img/physical.png,70,The user slashes with a sharp claw made from shadows. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/withdraw.shtml,Withdraw,img/water.gif,img/other.png,0,"The user withdraws its body into its hard shell, raising its Defense stat.",Raises user's Defense one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/electroball.shtml,Electro Ball,img/electric.gif,img/special.png,1,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.",Increases damage based on the Speed of the user and opponent,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/infernooverdrive.shtml,Inferno Overdrive,img/fire.gif,img/physical.png,1,The user breathes a stream of intense fire toward the target with the full force of its Z-Power. The power varies depending on the original move.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/tailwind.shtml,Tailwind,img/flying.gif,img/other.png,0,The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns.,Increases Speed of all user's Pokémon for four turns by two stages.,-- %,0,None,Ally,No
https://www.serebii.net/attackdex-swsh/g-maxdrumsolo.shtml,G-Max Drum Solo,img/grass.gif,img/physical.png,1,A Grass-type attack that Gigantamax Rillaboom use. This move can be used on the target regardless of its Abilities.,Ignores abilities,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/appleacid.shtml,Apple Acid,img/grass.gif,img/special.png,80,The user attacks the target with an acidic liquid created from tart apples. This also lowers the target's Sp. Def stat.,Lowers opponent's Sp. Def one stage,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/nightdaze.shtml,Night Daze,img/dark.gif,img/special.png,85,The user lets loose a pitch-black shock wave at its target. This may also lower the target's accuracy.,May lower opponent's Accuracy one stage.,40%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/steamroller.shtml,Steamroller,img/bug.gif,img/physical.png,65,The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch.,May cause opponent to flinch.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/bind.shtml,Bind,img/normal.gif,img/physical.png,15,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.,Traps opponent.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/rage.shtml,Rage,img/normal.gif,img/physical.png,20,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle.",User's Attack raises one stage if hit.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/flamecharge.shtml,Flame Charge,img/fire.gif,img/physical.png,50,"Cloaking itself in flame, the user attacks the target. Then, building up more power, the user raises its Speed stat.",Raises user's Speed one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/discharge.shtml,Discharge,img/electric.gif,img/special.png,80,The user strikes everything around it by letting loose a flare of electricity. This may also cause paralysis.,May induce paralysis.,30%,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/strength.shtml,Strength,img/normal.gif,img/physical.png,80,The target is slugged with a punch thrown at maximum power.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/venoshock.shtml,Venoshock,img/poison.gif,img/special.png,65,The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.,Doubles damage inflicted if target is Poisoned,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/smokescreen.shtml,Smokescreen,img/normal.gif,img/other.png,0,The user releases an obscuring cloud of smoke or ink. This lowers the target's accuracy.,Lowers opponent's Accuracy one stage.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/wringout.shtml,Wring Out,img/normal.gif,img/special.png,1,"The user powerfully wrings the target. The more HP the target has, the greater the move's power.",Increases damage the higher the target's Hit Points,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/hornattack.shtml,Horn Attack,img/normal.gif,img/physical.png,65,The target is jabbed with a sharply pointed horn to inflict damage.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/charge.shtml,Charge,img/electric.gif,img/other.png,0,The user boosts the power of the Electric move it uses on the next turn. This also raises the user's Sp. Def stat.,Boosts power of user's next Electric-type Attack by 100%. Increases user's Special Defense by 1 stage,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/finalgambit.shtml,Final Gambit,img/fighting.gif,img/special.png,1,The user risks everything to attack its target. The user faints but does damage equal to its HP.,User faints. Does damage to the opponent equal to the amount of lost HP on the user.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/flatter.shtml,Flatter,img/dark.gif,img/other.png,0,"Flattery is used to confuse the target. However, this also raises the target's Sp. Atk stat.",Induces Confusion. Raises opponent's Special Attack one stage.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/energyball.shtml,Energy Ball,img/grass.gif,img/special.png,90,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,May lower opponent's Special Defense one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/nightslash.shtml,Night Slash,img/dark.gif,img/physical.png,70,The user slashes the target the instant an opportunity arises. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/growl.shtml,Growl,img/normal.gif,img/other.png,0,"The user growls in an endearing way, making opposing Pokémon less wary. This lowers their Attack stats.",Lowers opponent's Attack one stage.,-- %,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/bonemerang.shtml,Bonemerang,img/ground.gif,img/physical.png,50,The user throws the bone it holds. The bone loops around to hit the target twice—coming and going.,Attacks twice in a row.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/dragonrage.shtml,Dragon Rage,img/dragon.gif,img/special.png,1,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.,Inflicts 40 HP damage.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/frostbreath.shtml,Frost Breath,img/ice.gif,img/special.png,60,The user blows its cold breath on the target. This attack always results in a critical hit.,Always inflicts a Critical Hit,100%,0,100%,Selected Target,No
https://www.serebii.net/attackdex-swsh/struggle.shtml,Struggle,img/normal.gif,img/physical.png,50,This attack is used in desperation only if the user has no PP. It also damages the user a little.,Damages user equal to 25% of maximum Hit Points,-- %,0,4.17%,Random Target,Yes
https://www.serebii.net/attackdex-swsh/heatwave.shtml,Heat Wave,img/fire.gif,img/special.png,95,The user attacks by exhaling hot breath on opposing Pokémon. This may also leave those Pokémon with a burn.,May induce burn.,10%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/surf.shtml,Surf,img/water.gif,img/special.png,90,The user attacks everything around it by swamping its surroundings with a giant wave.,May damage diving opponents,-- %,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/holdhands.shtml,Hold Hands,img/normal.gif,img/other.png,0,The user and an ally hold hands. This makes them very happy.,No effect.,-- %,0,None,Adjacent Ally,No
https://www.serebii.net/attackdex-swsh/imprison.shtml,Imprison,img/psychic.gif,img/other.png,0,"If opposing Pokémon know any move also known by the user, they are prevented from using it.",Opponent cannot use any move that user knows.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/continentalcrush.shtml,Continental Crush,img/rock.gif,img/physical.png,1,"The user summons a huge rock mountain using its Z-Power and drops it onto the target with full force. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/strugglebug.shtml,Struggle Bug,img/bug.gif,img/special.png,50,"While resisting, the user attacks opposing Pokémon. This lowers the Sp. Atk stats of those hit.",May lower opponent's Special Attack one stage.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-sm/corkscrewcrash.shtml,Corkscrew Crash,img/steel.gif,img/physical.png,1,"The user spins very fast and rams into the target with the full force of its Z-Power. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/visegrip.shtml,Vise Grip,img/normal.gif,img/physical.png,55,The target is gripped and squeezed from both sides to inflict damage.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/maxairstream.shtml,Max Airstream,img/flying.gif,img/physical.png,1,This is a Flying-type attack Dynamax Pokémon use. This raises ally Pokémon's Speed stats.,Raises user and ally's Speed one stage.,-- %,0,4.17%,Opponent,No
